2.1,2.0
2.0,2.2
1.9,2.1
2.2,1.9
2.1,2.3
1.8,2.0
2.0,1.8
2.3,2.1
1.9,2.2
2.2,2.0
2.0,2.1
1.9,1.9
2.1,2.2
2.2,2.3
1.8,2.1
2.0,2.0
2.1,1.9
1.9,2.0
2.0,2.3
2.2,2.1
2.3,1.8
1.7,2.1
2.4,2.0
2.0,2.4
1.8,1.9
2.1,2.1
2.2,1.8
1.9,2.3
2.0,1.7
2.3,2.2
1.8,2.2
2.1,1.7
2.4,2.1
1.9,1.8
2.2,2.4
2.0,1.9
2.1,2.4
1.7,2.0
2.3,1.9
1.9,2.1
2.2,1.7
2.0,2.3
1.8,2.3
2.4,1.8
2.1,2.0
1.9,2.4
2.3,2.0
2.0,1.8
2.2,2.2
1.7,2.2
2.1,1.8
2.4,2.3
1.8,1.7
2.0,2.1
2.3,2.4
1.9,2.0
2.2,1.9
2.1,2.3
2.0,1.7
1.8,2.4
2.4,2.2
1.9,1.7
2.3,1.8
2.2,2.1
2.0,2.0
2.1,2.2
1.7,1.9
2.4,2.4
1.8,2.0
2.3,2.3
1.9,2.2
2.2,1.8
2.0,2.4
2.1,1.9
1.8,2.1
2.4,1.9
2.3,2.1
1.9,2.3
2.2,2.0
2.0,1.8
2.1,2.1
1.7,2.3
2.4,2.0
1.8,1.8
2.3,1.7
2.2,2.4
2.0,2.2
2.1,1.7
1.9,2.1
2.4,2.3
1.8,2.2
2.3,2.0
2.2,1.9
2.0,2.3
2.1,2.4
1.7,2.0
2.4,1.8
1.9,1.9
2.3,2.2
2.2,2.3
2.0,1.9
2.1,2.0
1.8,2.1
2.4,2.1
1.9,2.4
2.3,1.9
2.2,1.7
2.0,2.1
2.1,2.2
1.7,1.8
2.4,2.4
1.8,2.3
2.3,2.1
1.9,2.0
2.2,2.2
2.0,2.4
2.1,1.9
1.8,1.7
2.4,2.0
2.3,2.3
1.9,1.8
2.2,2.1
2.0,2.0
2.1,2.3
1.7,2.2
2.4,1.9
1.8,2.4
2.3,1.8
2.2,2.0
6.1,6.0
6.0,6.2
5.9,6.1
6.2,5.9
6.1,6.3
5.8,6.0
6.0,5.8
6.3,6.1
5.9,6.2
6.2,6.0
6.0,6.1
5.9,5.9
6.1,6.2
6.2,6.3
5.8,6.1
6.0,6.0
6.1,5.9
5.9,6.0
6.0,6.3
6.2,6.1
6.3,5.8
5.7,6.1
6.4,6.0
6.0,6.4
5.8,5.9
6.1,6.1
6.2,5.8
5.9,6.3
6.0,5.7
6.3,6.2
5.8,6.2
6.1,5.7
6.4,6.1
5.9,5.8
6.2,6.4
6.0,5.9
6.1,6.4
5.7,6.0
6.3,5.9
5.9,6.1
6.2,5.7
6.0,6.3
5.8,6.3
6.4,5.8
6.1,6.0
5.9,6.4
6.3,6.0
6.0,5.8
6.2,6.2
5.7,6.2
6.1,5.8
6.4,6.3
5.8,5.7
6.0,6.1
6.3,6.4
5.9,6.0
6.2,5.9
6.1,6.3
6.0,5.7
5.8,6.4
6.4,6.2
5.9,5.7
6.3,5.8
6.2,6.1
6.0,6.0
6.1,6.2
5.7,5.9
6.4,6.4
5.8,6.0
6.3,6.3
5.9,6.2
6.2,5.8
6.0,6.4
6.1,5.9
5.8,6.1
6.4,5.9
6.3,6.1
5.9,6.3
6.2,6.0
6.0,5.8
6.1,6.1
5.7,6.3
6.4,6.0
5.8,5.8
6.3,5.7
6.2,6.4
6.0,6.2
6.1,5.7
5.9,6.1
6.4,6.3
5.8,6.2
6.3,6.0
6.2,5.9
6.0,6.3
6.1,6.4
5.7,6.0
6.4,5.8
5.9,5.9
6.3,6.2
6.2,6.3
6.0,5.9
6.1,6.0
5.8,6.1
6.4,6.1
5.9,6.4
6.3,5.9
6.2,5.7
6.0,6.1
6.1,6.2
5.7,5.8
6.4,6.4
5.8,6.3
6.3,6.1
5.9,6.0
6.2,6.2
6.0,6.4
6.1,5.9
5.8,5.7
6.4,6.0
6.3,6.3
5.9,5.8
6.2,6.1
6.0,6.0
6.1,6.3
5.7,6.2
6.4,5.9
5.8,6.4
6.3,5.8
6.2,6.0
10.1,2.0
10.0,2.2
9.9,2.1
10.2,1.9
10.1,2.3
9.8,2.0
10.0,1.8
10.3,2.1
9.9,2.2
10.2,2.0
10.0,2.1
9.9,1.9
10.1,2.2
10.2,2.3
9.8,2.1
10.0,2.0
10.1,1.9
9.9,2.0
10.0,2.3
10.2,2.1
10.3,1.8
9.7,2.1
10.4,2.0
10.0,2.4
9.8,1.9
10.1,2.1
10.2,1.8
9.9,2.3
10.0,1.7
10.3,2.2
9.8,2.2
10.1,1.7
10.4,2.1
9.9,1.8
10.2,2.4
10.0,1.9
10.1,2.4
9.7,2.0
10.3,1.9
9.9,2.1
10.2,1.7
10.0,2.3
9.8,2.3
10.4,1.8
10.1,2.0
9.9,2.4
10.3,2.0
10.0,1.8
10.2,2.2
9.7,2.2
10.1,1.8
10.4,2.3
9.8,1.7
10.0,2.1
10.3,2.4
9.9,2.0
10.2,1.9
10.1,2.3
10.0,1.7
9.8,2.4
10.4,2.2
9.9,1.7
10.3,1.8
10.2,2.1
10.0,2.0
10.1,2.2
9.7,1.9
10.4,2.4
9.8,2.0
10.3,2.3
9.9,2.2
10.2,1.8
10.0,2.4
10.1,1.9
9.8,2.1
10.4,1.9
10.3,2.1
9.9,2.3
10.2,2.0
10.0,1.8
10.1,2.1
9.7,2.3
10.4,2.0
9.8,1.8
10.3,1.7
10.2,2.4
10.0,2.2
10.1,1.7
9.9,2.1
10.4,2.3
9.8,2.2
10.3,2.0
10.2,1.9
10.0,2.3
10.1,2.4
9.7,2.0
10.4,1.8
9.9,1.9
10.3,2.2
10.2,2.3
10.0,1.9
10.1,2.0
9.8,2.1
10.4,2.1
9.9,2.4
10.3,1.9
10.2,1.7
10.0,2.1
10.1,2.2
9.7,1.8
10.4,2.4
9.8,2.3
10.3,2.1
9.9,2.0
10.2,2.2
10.0,2.4
10.1,1.9
9.8,1.7
10.4,2.0
10.3,2.3
9.9,1.8
10.2,2.1
10.0,2.0
10.1,2.3
9.7,2.2
10.4,1.9
9.8,2.4
10.3,1.8
10.2,2.0
